,crime,number,date,location,beat,neighborhood,npu,lat,long
30694,ROBBERY-PEDESTRIAN,103141375,11/10/2010,645 STATE ST NW,504,Marietta Street Artery,E,33.77305,-84.39918
30695,LARCENY-FROM VEHICLE,103141377,11/10/2010,934 GLENWOOD AVE SE,606,Ormewood Park,W,33.73984,-84.35739
30696,HOMICIDE,103142191084,11/10/2010,2960 PIEDMONT RD NE,206,Garden Hills,B,33.83475,-84.36954
30697,AGG ASSAULT,103110649,11/10/2010,744  RALPH D ABERNATHY BLVD,301,Adair Park,V,33.73815,-84.41245
30698,LARCENY-NON VEHICLE,103131526,11/10/2010,3333 PEACHTREE ROAD,208,Lenox,B,33.84748,-84.36737
30699,LARCENY-FROM VEHICLE,103132315,11/10/2010,3131 CAMPBELLTON RD SW,105,Washington Park,K,33.75476,-84.42338
30700,AUTO THEFT,103140049,11/10/2010,562 FORMWALT ST SW,303,Mechanicsville,V,33.73938,-84.39546
30701,AGG ASSAULT,103140094,11/10/2010,428 PARKWAY DR NE,603,Old Fourth Ward,M,33.7661,-84.37351
30702,AGG ASSAULT,103140183,11/10/2010,874 DRUMMOND ST SW,101,Atlanta University Center,T,33.75268,-84.41624
30703,BURGLARY-NONRES,103140421,11/10/2010,764 CASCADE AVE.,402,West End,T,33.73446,-84.43665
30704,LARCENY-FROM VEHICLE,103140460,11/10/2010,41 KARLAND DR NW,206,South Tuxedo Park,B,33.85011,-84.384
30705,LARCENY-FROM VEHICLE,103140493,11/10/2010,1572 HARDEE ST NE,609,Edgewood,O,33.75546,-84.33644
30706,LARCENY-FROM VEHICLE,103140494,11/10/2010,709 GLENWOOD AVE SE,605,Grant Park,W,33.74124,-84.36432
30707,LARCENY-NON VEHICLE,103140519,11/10/2010,871 HOBSON ST SW,302,Pittsburgh,V,33.73121,-84.40633
30708,ROBBERY-PEDESTRIAN,103140523,11/10/2010,90 BROAD ST SW,512,Downtown,M,33.75204,-84.39282
30709,AUTO THEFT,103140568,11/10/2010,948 FAIRBURN RD NW,114,Carroll Heights,H,33.77952,-84.50338
30710,LARCENY-NON VEHICLE,103140575,11/10/2010,1530 CARROLL DR NW,203,Hills Park,D,33.80186,-84.43854
30711,AUTO THEFT,103140585,11/10/2010,1701 FOREST LAKES AVE S.E.,611,The Villages at East Lake,O,33.74361,-84.3124
30712,LARCENY-FROM VEHICLE,103140596,11/10/2010,30 5TH ST NE,505,Midtown,E,33.77637,-84.38642
30713,BURGLARY-RESIDENCE,103140641,11/10/2010,183 MOUNT ZION RD SE;,312,Glenrose Heights,Z,33.67268,-84.38507
30714,LARCENY-FROM VEHICLE,103132373,11/09/2010,800 MARIETTA ST NW,507,Downtown,M,33.75711,-84.39504
30715,BURGLARY-RESIDENCE,103132380,11/09/2010,83 ESTEN ST SE,606,Reynoldstown,N,33.75146,-84.35292
30716,LARCENY-NON VEHICLE,103138036,11/09/2010,TCP SOUTH @7700 SPINE RD,050,,,33.64068,-84.44204
30717,LARCENY-FROM VEHICLE,103131089,11/09/2010,229 PEACHTREE ST NE,509,Downtown,M,33.7604,-84.38746
30718,AUTO THEFT,103131107,11/09/2010,520 CENTER HILL AV,109,Center Hill,J,33.7695,-84.46457
30719,AUTO THEFT,103131111,11/09/2010,I-285 SB / ARTHUR LANGFORD EB,410,Campbellton Road,R,33.70222,-84.45276
30720,LARCENY-NON VEHICLE,103131118,11/09/2010,1991 DELOWE DR SW,410,Campbellton Road,R,33.69989,-84.46129
30721,LARCENY-FROM VEHICLE,103131119,11/09/2010,590 W PEACHTREE ST NW,509,Downtown,M,33.77023,-84.38815
30722,LARCENY-NON VEHICLE,103131145,11/09/2010,2123 VERBENA STREET  NW ,108,Dixie Hills,J,33.75539,-84.45752
30723,LARCENY-FROM VEHICLE,103131184,11/09/2010,809 MAGNOLIA WAY NW,102,Vine City,L,33.75823,-84.41411
30724,LARCENY-NON VEHICLE,103131193,11/09/2010,2560 RIDGEMORE RD NW,201,Ridgewood Heights,C,33.82494,-84.44637
30725,AUTO THEFT,103131199,11/09/2010,6 VIVIAN LN,206,Garden Hills,B,33.83144,-84.38412
30726,LARCENY-NON VEHICLE,103131219,11/09/2010,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
30727,AGG ASSAULT,103131230,11/09/2010,801 GLENWOOD AVE SE,605,Grant Park,W,33.73958,-84.36161
30728,ROBBERY-COMMERCIAL,103131266,11/09/2010,2900 PEACHTREE RD NW,206,Peachtree Heights West,B,33.83399,-84.3841
30729,AUTO THEFT,103131290,11/09/2010,361 17TH ST NW,501,Atlantic Station,E,33.79161,-84.3981
30730,LARCENY-NON VEHICLE,103131318,11/09/2010,625 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.77152,-84.3524
30731,LARCENY-NON VEHICLE,103131325,11/09/2010,3405 LENOX RD NE,210,Lenox,B,33.848,-84.35947
30732,LARCENY-NON VEHICLE,103131328,11/09/2010,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
30733,BURGLARY-RESIDENCE,103131332,11/09/2010,553 MIDDLE ST SW,302,Pittsburgh,V,33.7329,-84.40607
30734,LARCENY-NON VEHICLE,103131348,11/09/2010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
30735,BURGLARY-RESIDENCE,103131350,11/09/2010,713 WINDSOR ST SW,303,Mechanicsville,V,33.73543,-84.39856
30736,LARCENY-NON VEHICLE,103131381,11/09/2010,30 MARIETTA ST NW,511,Downtown,M,33.75352,-84.39189
30737,BURGLARY-NONRES,103131385,11/09/2010,600 BRICKWORKS CIR NE,602,Inman Park,N,33.75898,-84.36332
30738,LARCENY-FROM VEHICLE,103131388,11/09/2010,1544 N MORNINGSIDE DR NE,213,Morningside/Lenox Park,F,33.79673,-84.35938
30739,LARCENY-NON VEHICLE,103131393,11/09/2010,1192 PRYOR ST SW,304,Peoplestown,V,33.72287,-84.3928
30740,LARCENY-FROM VEHICLE,103131398,11/09/2010,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177
30741,LARCENY-NON VEHICLE,103131402,11/09/2010,2125 JOSEPH E BOONE BLVD NW,108,Center Hill,J,33.76479,-84.4579
30742,BURGLARY-RESIDENCE,103131425,11/09/2010,1020 SMITH ST SW,302,Pittsburgh,V,33.72702,-84.4006
30743,AGG ASSAULT,103131459,11/09/2010,119 HOLLY RD NW,105,Hunter Hills,K,33.75833,-84.43743
30744,BURGLARY-RESIDENCE,103131482,11/09/2010,2905 SPRINGDALE RD SW,311,Hammond Park,X,33.67597,-84.41601
30745,LARCENY-NON VEHICLE,103131484,11/09/2010,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
30746,LARCENY-NON VEHICLE,103131521,11/09/2010,70 PEACHTREE ST SW,511,Downtown,M,33.75249,-84.39132
30747,BURGLARY-RESIDENCE,103131556,11/09/2010,2931 MIDDLETON RD NW,111,,I,33.75294,-84.48775
30748,LARCENY-FROM VEHICLE,103131610,11/09/2010,1660 WELLSWOOD DR SE,607,Custer/McDonough/Guice,W,33.70917,-84.3558
30749,BURGLARY-RESIDENCE,103131638,11/09/2010,38 WHITEFOORD AVE SE,609,Edgewood,O,33.75242,-84.34189
30750,BURGLARY-RESIDENCE,103131655,11/09/2010,2192 DEFOORS FERRY RD NW,204,Underwood Hills,D,33.81487,-84.43104
30751,LARCENY-FROM VEHICLE,103131678,11/09/2010,505 PRYOR ST SW,303,Mechanicsville,V,33.74099,-84.39483
30752,LARCENY-FROM VEHICLE,103131680,11/09/2010,2184 PENELOPE ST NW,108,Penelope Neighbors,J,33.75491,-84.45737
30753,LARCENY-FROM VEHICLE,103131683,11/09/2010,425 10TH ST NE / TAFT ST NE,502,,E,33.78178,-84.37406
30754,AUTO THEFT,103131694,11/09/2010,2149 BRIAR GLEN LN SW,412,Briar Glen,P,33.69612,-84.5037
30755,LARCENY-NON VEHICLE,103131766,11/09/2010,WINDSOR STREET & RALPH DAVID ABERNATHY BLVD,303,Mechanicsville,V,33.73693,-84.39832
30756,BURGLARY-RESIDENCE,103131799,11/09/2010,131 MORTIMER ST SE,609,Edgewood,O,33.75006,-84.34835
30757,AUTO THEFT,103131805,11/09/2010,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082
30758,ROBBERY-PEDESTRIAN,103131806,11/09/2010,241 FORSYTH,501,Home Park,E,33.78341,-84.40171
30759,LARCENY-FROM VEHICLE,103131873,11/09/2010,855 W PEACHTREE ST NE,505,Midtown,E,33.77773,-84.38718
30760,BURGLARY-RESIDENCE,103131889,11/09/2010,1122 CRESCENT AVE NE,503,Midtown,E,33.78524,-84.38434
30761,BURGLARY-RESIDENCE,103131918,11/09/2010,239 WYNNWOOD DR SW,405,Florida Heights,I,33.74926,-84.45867
30762,LARCENY-FROM VEHICLE,103131923,11/09/2010,3368 PEACHTREE ROAD,208,North Buckhead,B,33.84713,-84.36802
30763,LARCENY-FROM VEHICLE,103131928,11/09/2010,139 DEARBORN ST SE,610,Kirkwood,O,33.74858,-84.32768
30764,BURGLARY-RESIDENCE,103131950,11/09/2010,210 HARWELL PL NW,112,Collier Heights,I,33.78123,-84.49293
30765,LARCENY-FROM VEHICLE,103131956,11/09/2010,673 FEDERAL TER SE,607,Benteen Park,W,33.71322,-84.36451
30766,LARCENY-NON VEHICLE,103131963,11/09/2010,1165 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73859,-84.42597
30767,AUTO THEFT,103131978,11/09/2010,356 BOULEVARD NE,603,Old Fourth Ward,M,33.76421,-84.37206
30768,LARCENY-NON VEHICLE,103131990,11/09/2010,4504 RIO GRANDE RD SW,413,Arlington Estates,P,33.69171,-84.53544
30769,ROBBERY-PEDESTRIAN,103132010,11/09/2010,1290 MARTIN L KING JR DR NW,104,Hunter Hills,K,33.75359,-84.42978
30770,BURGLARY-RESIDENCE,103132049,11/09/2010,382 YONKERS AVE NW,107,Grove Park,J,33.76555,-84.4548
30771,ROBBERY-PEDESTRIAN,103132064,11/09/2010,HAMILTON E HOLMES DR NW / OLDKNOW DR NW,112,Collier Heights,I,33.77175,-84.4735
30772,LARCENY-FROM VEHICLE,103132071,11/09/2010,995 SAINT CHARLES AVE NE,601,Virginia Highland,F,33.77514,-84.35494
30773,LARCENY-FROM VEHICLE,103132094,11/09/2010,3535 NORTHSIDE PKWY NW,202,Randall Mill,A,33.85087,-84.42902
30774,BURGLARY-RESIDENCE,103132103,11/09/2010,496 RANKIN ST NE,603,Old Fourth Ward,M,33.76745,-84.37089
30775,AUTO THEFT,103132145,11/09/2010,/I-75 NB / MOUNT PARAN RD NW ,202,Whitewater Creek,A,33.86545,-84.43937
30776,LARCENY-FROM VEHICLE,103132155,11/09/2010,956 WASHINGTON PL SW,104,Ashview Heights,T,33.75336,-84.41885
30777,LARCENY-FROM VEHICLE,103132208,11/09/2010,291 HAMILTON E HOLMES DR NW,108,Center Hill,J,33.763,-84.46921
30778,ROBBERY-PEDESTRIAN,103132211,11/09/2010,CLAIRE DR / PRYOR RD SW,305,The Villages at Carver,Y,33.70875,-84.39351
30779,BURGLARY-RESIDENCE,103132218,11/09/2010,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623
30780,BURGLARY-RESIDENCE,103132221,11/09/2010,129 2ND AVE SE,611,East Lake,O,33.74885,-84.30994
30781,LARCENY-FROM VEHICLE,103132226,11/09/2010,3368 PEACHTREE RD NE;,208,North Buckhead,B,33.84713,-84.36802
30782,BURGLARY-RESIDENCE,103132229,11/09/2010,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292
30783,LARCENY-NON VEHICLE,103132249,11/09/2010,240 N HIGHLAND AVE NE,602,Inman Park,N,33.76234,-84.35933
30784,ROBBERY-PEDESTRIAN,103132262,11/09/2010,900 EUCLID AVE NE,602,Reynoldstown,N,33.7574,-84.35306
30785,ROBBERY-COMMERCIAL,103132291,11/09/2010,361 PARKWAY DR NE,603,Old Fourth Ward,M,33.7643,-84.37323
30786,LARCENY-NON VEHICLE,103132299,11/09/2010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
30787,AGG ASSAULT,103130007,11/09/2010,DONALD LEE HOLLOWELL PKWY NW / I-285 NB EXPY NW,113,Collier Heights,I,33.78681,-84.49296
30788,AGG ASSAULT,103130220,11/09/2010,1401 DONALD LEE HOLLOWELL PKWY NW,106,,J,33.77141,-84.43377
30789,ROBBERY-PEDESTRIAN,103130253,11/09/2010,LEE ST SW / WHITE OAK AVE SW,402,Oakland City,S,33.72407,-84.42111
30790,LARCENY-NON VEHICLE,103130361,11/09/2010,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
30791,AUTO THEFT,103130408,11/09/2010,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81743,-84.351
30792,AUTO THEFT,103130409,11/09/2010,1505 CHATTAHOOCHEE AVE NW,204,Bolton,D,33.80906,-84.43651
30793,LARCENY-FROM VEHICLE,103130520,11/09/2010,600 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74662,-84.40755
30794,LARCENY-FROM VEHICLE,103130551,11/09/2010,759 POLLARD BLVD SW,304,Summerhill,V,33.73405,-84.39127
30795,AUTO THEFT,103130554,11/09/2010,2060 ALISON CT SW,410,Campbellton Road,R,33.70062,-84.45594
30796,AUTO THEFT,103130562,11/09/2010,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78308,-84.45882
30797,LARCENY-FROM VEHICLE,103130575,11/09/2010,700 MCGRUDER ST NE,604,Old Fourth Ward,M,33.7586,-84.36513
30798,LARCENY-FROM VEHICLE,103130584,11/09/2010,844 LAKE AVE NE,602,Inman Park,N,33.76013,-84.35974
30799,LARCENY-NON VEHICLE,103130587,11/09/2010,3381 LANDINGS SOUTH DR SW,414,Ben Hill,P,33.66369,-84.52091
30800,LARCENY-FROM VEHICLE,103130616,11/09/2010,1495  CHATTAHOOCHEE AVE,510,Downtown,M,33.75757,-84.3867
30801,BURGLARY-RESIDENCE,103130630,11/09/2010,814 MCDANIEL ST SW,302,Pittsburgh,V,33.73278,-84.40151
30802,LARCENY-FROM VEHICLE,103130639,11/09/2010,901 SIMS ST SW,302,Pittsburgh,V,33.73034,-84.40341
30803,AUTO THEFT,103130644,11/09/2010,3481 LAKESIDE DR,210,Buckhead Heights,B,33.84899,-84.3574
30804,BURGLARY-RESIDENCE,103130646,11/09/2010,487 ROY ST SW,302,Pittsburgh,V,33.72435,-84.40371
30805,LARCENY-FROM VEHICLE,103130652,11/09/2010,3334 PEACHTREE RD NE,208,North Buckhead,B,33.84624,-84.36844
30806,BURGLARY-RESIDENCE,103130688,11/09/2010,1450 HARDEE ST NE,609,Edgewood,O,33.75555,-84.34014
30807,LARCENY-FROM VEHICLE,103130696,11/09/2010,1125 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74136,-84.3112
30808,LARCENY-FROM VEHICLE,103130712,11/09/2010,537 LARKIN ST SW @CLEOPAS R JOHNSON,101,Atlanta University Center,T,33.74852,-84.40592
30809,BURGLARY-RESIDENCE,103130719,11/09/2010,650 PROVIDENCE PL SW,407,Mays,H,33.74252,-84.50472
30810,BURGLARY-RESIDENCE,103130777,11/09/2010,1759 CAHOON ST SW,306,Sylvan Hills,X,33.70799,-84.41137
30811,LARCENY-NON VEHICLE,103130795,11/09/2010,1100 LOTUS AVE NW,109,Almond Park,G,33.78464,-84.46404
30812,BURGLARY-RESIDENCE,103130819,11/09/2010,259 RICHARDSON ST SW,303,Mechanicsville,V,33.74116,-84.39741
30813,LARCENY-FROM VEHICLE,103130824,11/09/2010,754 BISMARK RD NE,212,Morningside/Lenox Park,F,33.81073,-84.36363
30814,LARCENY-NON VEHICLE,103130833,11/09/2010,1935 ALISON CT SW,410,Fort Valley,R,33.69911,-84.45126
30815,LARCENY-NON VEHICLE,103130847,11/09/2010,50 HURT PLZ SE,510,Downtown,M,33.75391,-84.38733
30816,BURGLARY-RESIDENCE,103130866,11/09/2010,1246 CALHOUN TER SW,104,Mozley Park,K,33.74898,-84.42878
30817,AUTO THEFT,103130874,11/09/2010,279 TAFT ST SW,307,Joyland,Y,33.71064,-84.39814
30818,BURGLARY-RESIDENCE,103130900,11/09/2010,1040 THOMASVILLE ESTATES WAY SE,308,Norwood Manor,Z,33.69456,-84.3545
30819,BURGLARY-RESIDENCE,103130920,11/09/2010,1042 PARSONS ST SW,104,Ashview Heights,T,33.75098,-84.42209
30820,LARCENY-NON VEHICLE,103130935,11/09/2010,2165 DONALD LEE HOLLOWELL PKWY NW,109,Grove Park,J,33.77688,-84.45625
30821,AGG ASSAULT,103130948,11/09/2010,1117 WEDGEWOOD DR NW,113,Carey Park,G,33.78555,-84.47555
30822,AUTO THEFT,103130957,11/09/2010,61 FAIRBURN RD SW,407,Adamsville,H,33.75613,-84.50579
30823,LARCENY-NON VEHICLE,103130959,11/09/2010,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
30824,BURGLARY-RESIDENCE,103130965,11/09/2010,1011 THOMASVILLE ESTATES WAY SE,308,Norwood Manor,Z,33.69456,-84.3545
30825,LARCENY-NON VEHICLE,103131007,11/09/2010,675 METROPOLITAN PKWY SW,301,Adair Park,V,33.73657,-84.40824
30826,AGG ASSAULT,103131020,11/09/2010,900 DILL AVE SW,301,Capitol View,X,33.71798,-84.41753
30827,AUTO THEFT,103131032,11/09/2010,805 PEACHTREE STREET,505,Midtown,E,33.77676,-84.38317
30828,LARCENY-FROM VEHICLE,103131037,11/09/2010,4005 CAMPBELLTON RD SW,412,Ben Hill Terrace,P,33.69459,-84.51912
30829,LARCENY-NON VEHICLE,103091299,11/09/2010,1243 KIPLING ST.,308,Thomasville Heights,Z,33.69759,-84.35123
30830,AGG ASSAULT,103120026,11/08/2010,1297 BRIDGES AVE SW,402,Bush Mountain,S,33.72676,-84.43043
30831,ROBBERY-PEDESTRIAN,103120060,11/08/2010,CENTRAL AVE SW / RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73682,-84.39347
30832,LARCENY-FROM VEHICLE,103120241,11/08/2010,50 ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964
30833,AUTO THEFT,103120369,11/08/2010,1195 BOULDERCREST DR SE,612,East Atlanta,W,33.72151,-84.33184
30834,BURGLARY-NONRES,103120382,11/08/2010,71 FAIRFIELD PLACE NW ,108,Dixie Hills,J,33.75461,-84.46292
30835,BURGLARY-NONRES,103120387,11/08/2010,1274 LOGAN CIR NW,204,Underwood Hills,D,33.80514,-84.42881
30836,AUTO THEFT,103120402,11/08/2010,1195 MILTON TER SE,305,Chosewood Park,Y,33.72186,-84.38105
30837,BURGLARY-RESIDENCE,103120451,11/08/2010,2084 BROWNS MILL RD SE,310,Lakewood,Z,33.69762,-84.37384
30838,LARCENY-NON VEHICLE,103120464,11/08/2010,3760 SOUTHSIDE INDUSTRIAL PKWY SE,313,Blair Villa/Poole Creek,Z,33.6512,-84.37741
30839,LARCENY-FROM VEHICLE,103120478,11/08/2010,865 COMMONWEALTH AVE SE,605,Grant Park,W,33.73009,-84.36244
30840,LARCENY-NON VEHICLE,103120479,11/08/2010,1560 LAUREL PARK PLACE,404,Westview,T,33.74731,-84.4398
30841,AGG ASSAULT,103120502,11/08/2010,478 PEACHTREE STREET,509,Downtown,M,33.76736,-84.38539
30842,LARCENY-FROM VEHICLE,103120519,11/08/2010,596 GASKILL ST SE,606,Cabbagetown,N,33.74839,-84.36785
30843,LARCENY-FROM VEHICLE,103120539,11/08/2010,1164 ALTA AVE NE,602,Inman Park,N,33.76084,-84.34997
30844,BURGLARY-RESIDENCE,103120545,11/08/2010,744 HILL ST SE,605,Grant Park,W,33.73424,-84.37813
30845,LARCENY-NON VEHICLE,103102310,11/08/2010,1190 LYNWAY LN SW,406,Cascade Heights,I,33.7226,-84.48729
30846,BURGLARY-NONRES,103120562,11/08/2010,440 MARKHAM ST,507,Castleberry Hill,M,33.75276,-84.40179
30847,BURGLARY-NONRES,103120608,11/08/2010,933 KIRKWOOD AVE SE,606,Reynoldstown,N,33.74999,-84.35645
30848,LARCENY-FROM VEHICLE,103120624,11/08/2010,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77689,-84.40807
30849,AUTO THEFT,103120639,11/08/2010,1231 BOOTH ST NW,203,Blandtown,D,33.78797,-84.41745
30850,BURGLARY-NONRES,103120645,11/08/2010,1221 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.76361,-84.42794
30851,LARCENY-FROM VEHICLE,103120658,11/08/2010,508 POMONA CIR SW;,309,Perkerson,X,33.68702,-84.40686
30852,ROBBERY-PEDESTRIAN,103120679,11/08/2010,202 CANDLER RD SE,611,East Lake,O,33.74754,-84.29153
30853,BURGLARY-NONRES,103120680,11/08/2010,944 ESTES DR SW,306,Sylvan Hills,X,33.69839,-84.41988
30854,AUTO THEFT,103120684,11/08/2010,1754 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70698,-84.3745
30855,LARCENY-NON VEHICLE,103120685,11/08/2010,1620 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.79988,-84.47023
30856,BURGLARY-RESIDENCE,103120712,11/08/2010,2358 BURROUGHS AVE SE,310,Lakewood,Z,33.68979,-84.37114
30857,LARCENY-FROM VEHICLE,103120715,11/08/2010,735 HAMILTON E. HOLMES DR,109,Center Hill,J,33.77509,-84.4734
30858,LARCENY-NON VEHICLE,103120721,11/08/2010,3021 PIEDMONT RD NE,211,Peachtree Park,B,33.8368,-84.36793
30859,BURGLARY-RESIDENCE,103120747,11/08/2010,804 GRESHAM AVE SE,612,East Atlanta,W,33.7325,-84.34559
30860,ROBBERY-COMMERCIAL,103120779,11/08/2010,575 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77313,-84.36818
30861,LARCENY-NON VEHICLE,103120784,11/08/2010,1131 WILLIS MILL RD SW,406,Audobon Forest,I,33.72301,-84.47229
30862,LARCENY-NON VEHICLE,103120794,11/08/2010,1055 ANGELO CT NE,209,Brookhaven,B,33.8812,-84.3529
30863,LARCENY-FROM VEHICLE,103120817,11/08/2010,1890 JOHNSON RD NE,213,Morningside/Lenox Park,F,33.80452,-84.33869
30864,AUTO THEFT,103120818,11/08/2010,SPENCER ST NW / ELECTRIC AVE NW,102,Vine City,L,33.76005,-84.40427
30865,LARCENY-FROM VEHICLE,103120826,11/08/2010,1455 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79579,-84.42575
30866,BURGLARY-RESIDENCE,103120866,11/08/2010,46 THIRKELD AVE SE,305,South Atlanta,Y,33.71462,-84.38668
30867,AUTO THEFT,103120872,11/08/2010,361 17TH ST NW,501,Atlantic Station,E,33.79161,-84.3981
30868,AUTO THEFT,103120889,11/08/2010,I-285 SB EXPY SW / CAMPELLTON RD SW,412,Meadowbrook Forest,P,33.69033,-84.5002
30869,BURGLARY-RESIDENCE,103120898,11/08/2010,1285 NORTHWEST DR NW,113,Monroe Heights,G,33.79051,-84.47895
30870,LARCENY-FROM VEHICLE,103120905,11/08/2010,95 MARTIAN LUTHER KING JR.,511,Downtown,M,33.75161,-84.39112
30871,LARCENY-FROM VEHICLE,103120912,11/08/2010,1136 PONCE DE LEON AVE NE,601,Atkins Park,F,33.77392,-84.35028
30872,LARCENY-NON VEHICLE,103120932,11/08/2010,BOLTON RD NW / PAUL AVE NW,203,Riverside,D,33.81482,-84.46729
30873,LARCENY-FROM VEHICLE,103120933,11/08/2010,519 POMONA CIR SW;,309,Perkerson,X,33.68732,-84.40589
30874,BURGLARY-RESIDENCE,103120960,11/08/2010,490 GLENN ST SW,303,Mechanicsville,V,33.73805,-84.40262
30875,LARCENY-FROM VEHICLE,103120961,11/08/2010,1508 FOOTE ST NE,609,Edgewood,O,33.75786,-84.33838
30876,BURGLARY-RESIDENCE,103120962,11/08/2010,1655 ALTADENA PL SW,404,Cascade Avenue/Road,S,33.73024,-84.44181
30877,BURGLARY-NONRES,103120973,11/08/2010,950 GARIBALDI ST SW,302,Pittsburgh,V,33.72889,-84.3991
30878,BURGLARY-RESIDENCE,103120984,11/08/2010,955 STOVALL BLVD NE,209,Brookhaven,B,33.86148,-84.35617
30879,LARCENY-FROM VEHICLE,103121019,11/08/2010,395 OAKSIDE DR SW,407,Wisteria Gardens,H,33.76024,-84.51207
30880,LARCENY-FROM VEHICLE,103121028,11/08/2010,2591 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82494,-84.36684
30881,BURGLARY-RESIDENCE,103121030,11/08/2010,900 CLEARVUE TER SW,404,Cascade Avenue/Road,S,33.7307,-84.44609
30882,LARCENY-NON VEHICLE,103121065,11/08/2010,1207 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81741,-84.34931
30883,AUTO THEFT,103121077,11/08/2010,1616 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79884,-84.36815
30884,AUTO THEFT,103121104,11/08/2010,933 HILL ST SE,304,Peoplestown,V,33.72896,-84.37878
30885,LARCENY-NON VEHICLE,103121122,11/08/2010,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
30886,AUTO THEFT,103121133,11/08/2010,369 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77212,-84.37438
